stationName,date,record,maxAirTmp,timeMaxAirTmp,minAirTmp,timeMinAirTmp,avgAirTmp,avgRelHum,avgDewPoint,maxRelHum,timeMaxRelHum,maxDewPoint,timeMaxDewPoint,minRelHum,timeMinRelHum,minDewPoint,timeMinDewPoint,avgWindSpeed,maxWindSpeed,timeMaxWindSpeed,maxWindSpeedDir,precip,solRad,eto,etoFlag,hstAirTmp01,hstAirTmp02,hstAirTmp03,hstAirTmp04,hstAirTmp05,hstAirTmp06,hstAirTmp07,hstAirTmp08,hstAirTmp09,hstAirTmp10,hstAirTmp11,hstAirTmp12,hstAirTmp13,batVolt,yearRain,eto7,eto30,maxSoilTmp,minSoilTmp,avgSoilTmp
Foothills,6/4/19,0,76.39,1336,55.25,321,61.96,85.8,,,,,,,,,,2.148,15.49,1422,270,0,542.3,0.157,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/5/19,0,78.7,1314,55.37,559,64.03,85.1,,,,,,,,,,2.802,13.82,1201,248,0,618.7,0.183,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/6/19,0,80.4,1343,56.22,529,64.09,85.5,,,,,,,,,,2.516,15.49,1528,275,0,634.2,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/7/19,0,76.03,1514,55.74,230,61.74,88.6,,,,,,,,,,2.464,13.82,1520,269,0.01,370.7,0.108,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/8/19,0,82,1353,55.62,452,64.77,80.8,,,,,,,,,,2.564,17.17,1315,309,0,628.5,0.194,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/9/19,0,94.7,1535,51.74,459,69.69,73.3,,,,,,,,,,2.742,12.14,1103,273,0,680.2,0.229,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/10/19,0,99.1,1405,64.31,2250,80.2,45.2,,,,,,,,,,2.556,12.14,1208,274,0,653.9,0.247,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/11/19,0,96.9,1314,62.79,2333,77.63,58.56,,,,,,,,,,2.657,15.49,1333,251,0,631.1,0.236,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/12/19,0,87.6,1342,59.26,2359,71.47,71.17,,,,,,,,,,2.763,15.49,1117,294,0,692,0.231,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/13/19,0,77.43,1541,58.29,554,64.24,84.9,,,,,,,,,,2.581,15.49,1217,266,0,573.8,0.17,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/14/19,0,74.93,1524,56.42,451,61.99,81,,,,,,,,,,2.421,13.82,1336,272,0,461.5,0.135,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/15/19,0,78.28,1455,55.14,451,63.78,80.7,,,,,,,,,,3.185,17.17,1444,259,0,587.6,0.177,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/16/19,0,74.45,1238,57.68,2321,61.88,90.7,,,,,,,,,,1.729,15.49,1246,286,0.04,279.2,0.085,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/17/19,0,62.3,918,56.29,2336,58.65,98.4,,,,,,,,,,0.789,7.108,929,285,0.04,116.9,0.034,S,,,,,,,,,,,,,,,,,,,,
Foothills,6/18/19,0,71.77,1649,55.38,2334,60.21,90.7,,,,,,,,,,1.8,12.14,1651,263,0.03,278.7,0.08,M,,,,,,,,,,,,,,,,,,,,
Foothills,6/19/19,0,80.3,1416,53.25,421,64.43,83.2,,,,,,,,,,2.675,15.49,1255,253,0,619.8,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/20/19,0,64.61,1534,56.42,2350,59.65,93.4,,,,,,,,,,1.105,8.79,1535,301,0.01,118.3,0.036,S,,,,,,,,,,,,,,,,,,,,
Foothills,6/21/19,0,63.88,1326,56.23,59,58.81,94.1,,,,,,,,,,0.942,8.79,1407,276,0.07,129.5,0.039,S,,,,,,,,,,,,,,,,,,,,
Foothills,6/22/19,0,76.15,1523,55.81,410,62.08,85.5,,,,,,,,,,2.276,17.17,1445,263,0,377.3,0.115,M,,,,,,,,,,,,,,,,,,,,
Foothills,6/23/19,0,80.2,1342,54.42,451,64.89,81.6,,,,,,,,,,3.032,18.85,1259,277,0,633.6,0.195,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/24/19,0,79.55,1416,58.17,556,65.49,81.3,,,,,,,,,,3.124,15.49,1207,278,0,619.4,0.188,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/25/19,0,62.36,1409,56.53,458,58.85,95.8,,,,,,,,,,1.424,8.79,1425,281,0.02,109.4,0.033,S,,,,,,,,,,,,,,,,,,,,
Foothills,6/26/19,0,76.64,1419,55.5,406,62.69,84.6,,,,,,,,,,2.624,17.17,1308,291,0.01,529.9,0.158,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/27/19,0,81.1,1329,56.35,519,65.54,77.6,,,,,,,,,,3.02,17.17,1338,265,0,661.1,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/28/19,0,83.3,1340,52.71,547,66.66,76.68,,,,,,,,,,3.043,17.17,1355,295,0,687.9,0.218,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/29/19,0,84.5,1156,57.21,53,70.58,52.6,,,,,,,,,,2.437,15.49,1334,263,0,559.1,0.197,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/30/19,0,88.6,1208,62.54,426,73.68,44.13,,,,,,,,,,2.976,17.17,1209,264,0,688.4,0.25,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/1/19,0,87.1,1217,60.72,2311,72.47,53.44,,,,,,,,,,2.929,15.49,1207,267,0,693.5,0.244,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/2/19,0,84.5,1518,53.62,452,67.81,72.09,,,,,,,,,,2.795,15.49,1246,269,0,699.4,0.227,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/3/19,0,81.2,1307,56.6,308,65.75,76.74,,,,,,,,,,2.575,15.49,1233,281,0,685.3,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/4/19,0,85.1,1313,57.81,522,66.29,74.1,,,,,,,,,,3.549,18.85,1217,264,0,659,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/5/19,0,81.7,1509,56.47,559,66.38,78.15,,,,,,,,,,2.845,17.17,1211,264,0,667.4,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/6/19,0,82.2,1414,57.68,602,66.18,80.3,,,,,,,,,,3.013,18.85,1315,289,0,665.5,0.206,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/7/19,0,97.6,1346,57.81,431,64.41,80.3,,,,,,,,,,2.235,17.17,1305,274,0,566.4,0.171,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/8/19,0,78.16,1459,56.84,554,64.3,77.96,,,,,,,,,,2.076,15.49,1254,274,0,520.4,0.158,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/9/19,0,84.2,1504,59.39,2314,68.39,72.09,,,,,,,,,,2.965,18.85,1320,283,0,668.3,0.218,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/10/19,0,85,1451,55.87,447,69.36,74.1,,,,,,,,,,2.972,15.49,1229,279,0,672.2,0.222,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/11/19,0,88.8,1321,59.7,349,72.25,68.09,,,,,,,,,,2.765,15.49,1344,252,0,674.6,0.234,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/12/19,0,89.5,1202,56.9,535,73.16,69.09,,,,,,,,,,2.679,15.49,1514,273,0,667.6,0.235,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/13/19,0,88.9,1517,59.99,2259,73.23,69.94,,,,,,,,,,2.732,13.82,1225,269,0,665,0.228,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/14/19,0,89.8,1322,56.78,340,71.49,74.38,,,,,,,,,,2.731,15.49,1117,275,0,681.2,0.237,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/15/19,0,93.3,1306,57.82,431,75.95,61.83,,,,,,,,,,2.231,13.82,1336,264,0,681.9,0.241,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/16/19,0,89.4,1357,59.51,2358,74.87,60.04,,,,,,,,,,1.976,13.82,1335,277,0,683.3,0.23,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/17/19,0,81.3,1124,55.02,404,66.42,81,,,,,,,,,,1.784,17.17,1143,259,0,669.2,0.202,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/18/19,0,85.8,1356,56.36,519,67.95,78.12,,,,,,,,,,2.956,15.49,1249,281,0,654.2,0.213,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/19/19,0,81.4,1344,57.57,337,66.86,76.54,,,,,,,,,,2.897,17.17,1351,264,0,663.3,0.209,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/20/19,0,82.6,1440,57.57,527,67.88,72.84,,,,,,,,,,3.51,17.17,1224,279,0,664.4,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/21/19,0,88,1403,57.57,339,70.76,71.02,,,,,,,,,,3.06,18.85,1259,263,0,651.4,0.226,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/22/19,0,91.7,1440,58.3,314,72.62,70.59,,,,,,,,,,2.433,15.49,1453,284,0,575.5,0.201,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/23/19,0,96.5,1401,67.96,343,81.2,50.27,,,,,,,,,,3.485,17.17,1115,271,0,586.9,0.24,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/24/19,0,97.9,1328,72.4,2136,82.8,42.16,,,,,,,,,,2.784,22.2,1241,286,0,624.3,0.252,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/25/19,0,95.4,1326,67.65,621,79.76,48.39,,,,,,,,,,2.697,17.17,1328,266,0.03,464,0.189,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/26/19,0,93.2,1349,68.14,625,79.35,50.4,,,,,,,,,,2.991,17.17,1233,280,0,644,0.245,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/27/19,0,94.5,1412,68.02,2358,79.53,54.3,,,,,,,,,,2.543,15.49,1246,263,0,664.4,0.248,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/28/19,0,90.8,1349,60.85,2354,74.44,69.36,,,,,,,,,,2.154,13.82,1138,276,0,640.7,0.219,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/29/19,0,88.4,1348,57.57,501,70.15,78.66,,,,,,,,,,2.262,15.49,1259,288,0,642.5,0.214,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/30/19,0,86.5,1153,58.66,432,69.45,78.49,,,,,,,,,,2.673,15.49,1209,264,0,625.5,0.203,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/31/19,0,94,1814,58.55,532,69.8,79.92,,,,,,,,,,2.778,15.49,1315,285,0,637.1,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/1/19,0,88.9,1634,60.3,521,73.16,72.28,,,,,,,,,,3.156,17.17,1343,273,0,638.5,0.225,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/2/19,0,92.9,1405,61.82,244,75.58,61.81,,,,,,,,,,2.573,15.49,1215,271,0,671.3,0.241,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/3/19,0,92.7,1303,63.03,2352,76.29,54.38,,,,,,,,,,2.413,15.49,1227,282,0,619.7,0.231,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/4/19,0,91.3,1445,62.06,24,75.53,58.75,,,,,,,,,,2.497,17.17,1217,299,0,604.3,0.221,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/5/19,0,92.3,1241,58.06,335,74.98,61.44,,,,,,,,,,2.637,17.17,1305,259,0,640.7,0.236,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/6/19,0,92,1323,60.12,200,73.69,69.6,,,,,,,,,,2.873,15.49,1343,259,0,605.9,0.22,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/7/19,0,86.4,1437,61.82,2337,70.86,78.47,,,,,,,,,,2.644,13.82,1038,279,0,609.4,0.202,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/8/19,0,86.7,1435,60.54,515,71.08,73.39,,,,,,,,,,2.729,15.49,1204,277,0,638.2,0.216,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/9/19,0,88.9,1430,56.48,512,71.83,62.05,,,,,,,,,,2.336,15.49,1323,267,0,646.2,0.221,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/10/19,0,91.8,1648,56.24,530,69.41,68.71,,,,,,,,,,2.603,17.17,1429,244,0,639.6,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/11/19,0,85.3,1314,55.99,502,68.26,74.88,,,,,,,,,,2.299,15.49,1304,276,0,630.1,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/12/19,0,86.6,1513,56.54,413,68.67,77.58,,,,,,,,,,2.723,15.49,1216,271,0,617.2,0.206,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/13/19,0,89.5,1531,56.72,238,72.07,69.77,,,,,,,,,,2.388,13.82,1107,255,0.01,633.5,0.22,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/14/19,0,93.2,1507,65.59,453,77.56,52.52,,,,,,,,,,2.406,15.49,1342,282,0,650.3,0.237,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/15/19,0,92.6,1327,61.57,2359,76.59,50.19,,,,,,,,,,2.712,15.49,1243,289,0,655,0.238,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/16/19,0,87.6,1358,54.17,547,68.07,77,,,,,,,,,,2.051,15.49,1157,278,0,629,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/17/19,0,83,1344,56.36,644,66.34,76.88,,,,,,,,,,2.428,15.49,1209,276,0,612.7,0.193,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/18/19,0,84.7,1325,57.69,518,67.11,77.15,,,,,,,,,,2.381,15.49,1348,271,0,580.8,0.187,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/19/19,0,93.8,1426,57.33,551,68.86,76.96,,,,,,,,,,2.619,15.49,1400,277,0,592.9,0.197,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/20/19,0,88.6,1456,59.52,519,73.46,65.55,,,,,,,,,,2.838,15.49,1133,284,0,625.6,0.219,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/21/19,0,92.7,1400,65.47,459,77.47,47.51,,,,,,,,,,2.569,13.82,1217,265,0,634.9,0.232,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/22/19,0,86,1229,58.3,2324,69.54,67.81,,,,,,,,,,2.123,15.49,1322,274,0,625.6,0.199,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/23/19,0,102.8,1210,57.03,511,68.53,74.83,,,,,,,,,,2.345,13.82,1346,251,0,579.4,0.188,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/24/19,0,91.1,1416,61.46,141,75.59,60.81,,,,,,,,,,2.671,15.49,1314,277,0,605.1,0.22,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/25/19,0,93.7,1327,64.62,1,78.9,47.89,,,,,,,,,,2.558,17.17,1339,274,0,584.8,0.222,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/26/19,0,94,1251,67.29,2256,79.28,45.83,,,,,,,,,,2.361,17.17,1255,266,0,583.9,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/27/19,0,111.3,1442,62.91,2357,73.94,69.92,,,,,,,,,,1.816,15.49,1333,250,0,582,0.199,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/28/19,0,86.5,1418,60.91,404,70.55,81,,,,,,,,,,1.696,15.49,1324,280,0,562.3,0.183,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/29/19,0,90.1,1401,63.52,49,75.56,69.42,,,,,,,,,,2.841,17.17,1434,288,0,579.5,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/30/19,0,92.8,1342,67.65,231,77.81,63.17,,,,,,,,,,2.277,15.49,1317,273,0,584.6,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/31/19,0,93.8,1329,64.26,556,76.4,65.39,,,,,,,,,,2.481,15.49,1219,267,0,590,0.211,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/1/19,0,92.1,1300,64.07,247,75.74,66.73,,,,,,,,,,1.991,13.82,1248,269,0,558.1,0.195,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/2/19,0,96.1,1343,68.87,54,81.3,50.9,,,,,,,,,,1.609,15.49,1223,284,0,513.4,0.184,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/3/19,0,94.8,1351,72.76,402,81.6,55.49,,,,,,,,,,2.93,18.85,1500,305,0,549.3,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/4/19,0,96.8,1322,74.1,224,82.6,48.54,,,,,,,,,,2.808,18.85,1313,286,0,522.8,0.209,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/5/19,0,94.9,1309,71.36,2347,81.3,52.33,,,,,,,,,,1.969,17.17,1315,268,0,471.5,0.182,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/6/19,0,94.6,1329,68.5,141,80.4,47.39,,,,,,,,,,2.828,15.49,1205,266,0,561.1,0.219,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/7/19,0,93,1324,62.43,2309,76.31,57.22,,,,,,,,,,2.334,15.49,1335,285,0,572.6,0.204,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/8/19,0,81.9,1258,59.4,527,68.52,74.02,,,,,,,,,,2.265,17.17,1321,276,0,560.8,0.178,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/9/19,0,86,1506,58.3,158,66.88,79.16,,,,,,,,,,1.851,15.49,1452,292,0,518.4,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/10/19,0,78.58,1318,58.06,152,65.38,76.46,,,,,,,,,,1.754,15.49,1322,263,0,464.3,0.14,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/11/19,0,101.5,1252,57.7,326,66.96,75.54,,,,,,,,,,2.867,17.17,1210,287,0,528.9,0.168,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/12/19,0,90.9,1406,60.43,534,74.19,63.91,,,,,,,,,,2.511,17.17,1241,278,0,549.5,0.193,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/13/19,0,98,1451,71.06,400,82.8,35.64,,,,,,,,,,2.514,13.82,1232,253,0,549,0.212,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/14/19,0,97.8,1312,71.85,424,83.5,28.59,,,,,,,,,,2.658,15.49,1229,268,0,554.7,0.22,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/15/19,0,112,1551,64,2331,78.89,36.21,,,,,,,,,,1.851,15.49,1151,276,0,454.5,0.166,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/16/19,0,87.2,1343,60.31,2354,72.27,56.59,,,,,,,,,,1.831,15.49,1042,283,0,504.1,0.168,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/17/19,0,84.2,1406,56.72,459,68.85,61.86,,,,,,,,,,2.551,15.49,1441,289,0,549.1,0.177,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/18/19,0,83.1,1348,58.06,514,67.7,68.77,,,,,,,,,,1.531,15.49,1409,262,0,541.1,0.166,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/19/19,0,77.61,1148,57.27,332,65.24,78.51,,,,,,,,,,1.908,15.49,1219,262,0,501.4,0.146,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/20/19,0,81,1300,58.31,218,66.84,72.85,,,,,,,,,,2.677,17.17,1339,251,0,520.4,0.162,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/21/19,0,87,1245,58.67,504,71.87,64.62,,,,,,,,,,2.462,17.17,1214,282,0,515.3,0.175,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/22/19,0,94.6,1319,64.61,2342,77,47.1,,,,,,,,,,1.865,17.17,1341,274,0,468.9,0.168,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/23/19,0,83.6,1257,59.16,2359,68.92,73.83,,,,,,,,,,1.244,15.49,1353,261,0,501.1,0.152,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/24/19,0,89.2,1408,58.43,408,73.09,61.52,,,,,,,,,,2.633,18.85,1316,252,0,497.2,0.173,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/25/19,0,85,1322,62.55,2356,69.97,73.08,,,,,,,,,,1.824,13.82,1350,270,0,440,0.134,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/26/19,0,67.59,1135,62.55,4,64.43,93,,,,,,,,,,0.811,8.79,917,123,0.08,89.3,0.028,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/27/19,0,68.81,1523,60.78,2354,63.28,92.8,,,,,,,,,,1.649,10.46,929,267,0.04,94.3,0.029,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/28/19,0,65.89,1333,56.48,2349,61.02,91.3,,,,,,,,,,1.514,8.79,954,97,0.05,99.6,0.033,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/29/19,0,72.15,1428,53.33,2357,60.26,77.31,,,,,,,,,,1.651,15.49,1507,272,0.01,410.1,0.114,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/30/19,0,74.33,1328,51.02,531,60.19,66.63,,,,,,,,,,3.066,18.85,1150,287,0,493.3,0.148,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/1/19,0,75.24,1352,52.36,47,61.12,67.6,,,,,,,,,,2.301,15.49,1310,255,0,471.7,0.139,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/2/19,0,80.5,1306,54.79,547,64.88,63.98,,,,,,,,,,2.322,18.85,1049,299,0,485.3,0.156,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/3/19,0,81.1,1239,55.4,500,64.66,64,,,,,,,,,,1.706,17.17,1310,264,0,485,0.148,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/4/19,0,80.6,1316,52.24,554,65.01,53.3,,,,,,,,,,2.096,15.49,1445,284,0,487,0.158,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/5/19,0,85.1,1325,59.04,515,68.84,48.2,,,,,,,,,,2.089,13.82,1338,247,0,484.3,0.162,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/6/19,0,90.7,1307,60.62,312,73.09,37.76,,,,,,,,,,2.036,13.82,1317,262,0,486.2,0.174,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/7/19,0,87.5,1238,64.02,2240,74.93,31.83,,,,,,,,,,2.494,13.82,1303,253,0,475.7,0.17,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/8/19,0,106.4,1106,55.02,2358,70.92,40.56,,,,,,,,,,2.587,15.49,1343,287,0,474.3,0.17,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/9/19,0,75.66,1301,51.26,545,60.75,79.71,,,,,,,,,,2.151,13.82,1155,287,0,438.2,0.122,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/10/19,0,79.92,1352,53.88,602,66.77,37.72,,,,,,,,,,4.814,32.26,2113,75,0,445.5,0.192,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/11/19,0,86.9,1426,61.34,2255,73.02,9.6,,,,,,,,,,4.969,32.26,321,333,0,470.3,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/12/19,0,106.7,1453,59.04,2309,68.86,27.32,,,,,,,,,,2.268,15.49,1324,276,0,464.6,0.161,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/13/19,0,78.7,1303,56.3,2336,64.1,60.49,,,,,,,,,,2.424,17.17,1319,254,0,452.2,0.133,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/14/19,0,74.69,1326,55.27,151,62.05,74.71,,,,,,,,,,2.801,17.17,1255,264,0,435.2,0.127,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/15/19,0,95.3,1148,54.3,346,70.01,52.03,,,,,,,,,,2.711,15.49,1458,268,0,435.7,0.151,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/16/19,0,103.2,1344,63.88,2055,75.85,37.39,,,,,,,,,,2.083,15.49,1516,262,0,393.4,0.146,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/17/19,0,76.03,1438,54.9,534,63.63,71.49,,,,,,,,,,1.788,12.14,1045,277,0,420.2,0.117,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/18/19,0,82.8,1247,54.3,341,63.85,66.02,,,,,,,,,,2.759,18.85,1418,290,0,411.1,0.127,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/19/19,0,86,1231,54.18,556,65.27,55.19,,,,,,,,,,1.666,15.49,1313,279,0,421.8,0.13,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/20/19,0,85.9,1515,55.88,329,69.83,43.61,,,,,,,,,,2.213,15.49,1230,239,0,415.8,0.139,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/21/19,0,98.9,1503,68.02,542,79.36,18.8,,,,,,,,,,3.029,15.49,1135,293,0,418.4,0.168,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/22/19,0,95.2,1304,69.72,400,80.3,18.65,,,,,,,,,,2.882,17.17,1352,252,0,424.6,0.171,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/23/19,0,91.4,1349,68.26,354,78.23,22.1,,,,,,,,,,2.332,15.49,2340,118,0,417.3,0.149,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/24/19,0,94,1454,70.21,2330,82.4,8.27,,,,,,,,,,5.504,27.23,455,71,0,425.8,0.227,M,,,,,,,,,,,,,,,,,,,,
Foothills,10/25/19,0,93.4,1251,67.77,622,78.45,12.13,,,,,,,,,,3.443,18.85,1341,261,0,414.5,0.178,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/26/19,0,87.5,1145,60.8,2310,74.56,18.18,,,,,,,,,,2.444,12.14,1200,269,0,417.6,0.144,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/27/19,0,68.99,1159,53.32,2329,60.37,62.68,,,,,,,,,,3.195,22.2,2157,84,0,333.2,0.097,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/28/19,0,77.97,1348,52.48,23,62.59,23.76,,,,,,,,,,4.055,27.23,258,128,0,413.6,0.154,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/29/19,0,71,1222,51.14,306,59.04,49.87,,,,,,,,,,2.107,10.46,1222,262,0,390,0.106,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/30/19,0,73.36,1237,52.11,156,61.82,15.07,,,,,,,,,,2.859,32.26,428,104,0,413,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/31/19,0,78.58,1426,50.71,428,63.33,11.14,,,,,,,,,,1.538,15.49,1404,264,0,413.8,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/1/19,0,81.1,1418,56.24,433,66.74,15.52,,,,,,,,,,1.511,13.82,1126,292,0,403.9,0.128,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/2/19,0,83.3,1324,61.29,528,69.25,15.46,,,,,,,,,,2.145,15.49,1231,266,0,368.9,0.134,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/3/19,0,80.8,1331,60.01,2254,67.9,17.78,,,,,,,,,,2.405,15.49,1224,302,0,392.7,0.137,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/4/19,0,82.4,1250,58.56,201,67.8,25.94,,,,,,,,,,2.137,13.82,1232,263,0,380.6,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/5/19,0,82.4,1454,58.06,157,67.72,37.05,,,,,,,,,,1.734,10.46,1120,275,0,370.8,0.117,*,,,,,,,,,,,,,,,,,,,,
